,AGG,TIP,SHY,TLT,VNQ,XLE
2015-12-01,108.82,111.21,84.58,122.83,80.49,68.56
2015-12-02,108.67,110.83,84.51,122.87,78.85,66.44
2015-12-03,107.89,110.14,84.51,119.54,77.61,65.11
2015-12-04,108.24,110.42,84.53,120.58,79.08,64.74
2015-12-07,108.4,110.38,84.52,121.75,78.85,62.26
2015-12-08,108.44,110.41,84.51,121.81,78.8,61.6
2015-12-09,108.44,110.2,84.54,121.7,78.36,62.41
2015-12-10,108.42,109.96,84.49,121.84,77.8,62.81
2015-12-11,108.69,110.32,84.59,123.76,77.63,60.47
2015-12-14,108.18,109.53,84.49,122.15,78.02,60.78
2015-12-15,108.19,109.47,84.48,121.44,78.86,62.28
2015-12-16,108.0,109.15,84.41,121.18,80.41,61.9
2015-12-17,108.15,109.53,84.41,122.6,80.01,60.38
2015-12-18,108.38,109.83,84.52,123.21,79.08,58.78
2015-12-21,108.28,109.63,84.51,123.2,79.39,58.85
2015-12-22,108.2,109.48,84.49,122.31,79.71,59.52
2015-12-23,108.18,109.58,84.46,121.39,79.42,62.09
2015-12-24,107.99,109.77,84.45,121.83,79.42,61.57
2015-12-28,108.01,109.8,84.4,122.19,79.86,60.45
2015-12-29,107.74,109.47,84.38,120.16,80.71,60.87
2015-12-30,107.72,109.5,84.4,120.04,80.43,60.05
2015-12-31,108.01,109.68,84.36,120.62,79.73,60.55
2016-01-04,107.97,110.11,84.47,121.45,78.77,60.3
2016-01-05,108.02,110.04,84.42,120.96,80.27,60.53
2016-01-06,108.43,110.39,84.47,122.59,80.07,58.2
2016-01-07,108.42,110.3,84.5,122.81,78.51,56.78
2016-01-08,108.66,110.39,84.56,123.36,77.46,56.05
2016-01-11,108.35,109.81,84.59,122.01,77.9,54.85
2016-01-12,108.59,110.11,84.6,123.71,77.38,55.0
2016-01-13,108.84,110.34,84.65,124.99,76.27,53.66
2016-01-14,108.8,110.24,84.67,123.82,76.09,55.97
2016-01-15,108.93,110.24,84.74,125.78,75.57,54.35
2016-01-19,108.82,110.13,84.73,125.36,75.97,53.18
2016-01-20,108.91,110.19,84.79,126.68,73.93,51.8
2016-01-21,108.76,109.79,84.78,125.82,74.32,53.35
2016-01-22,108.84,109.95,84.75,125.34,76.41,55.79
2016-01-25,108.78,110.16,84.75,126.02,75.93,53.2
2016-01-26,108.92,110.44,84.79,126.12,77.52,55.15
2016-01-27,108.94,110.72,84.81,126.05,76.02,54.89
2016-01-28,109.03,110.95,84.81,126.23,75.44,56.56
2016-01-29,109.31,111.4,84.91,127.3,76.97,58.24
2016-02-01,108.99,111.2,84.82,126.67,77.12,57.18
2016-02-02,109.32,111.54,84.93,129.02,76.42,55.32
2016-02-03,109.31,111.68,84.95,127.95,76.93,57.31
2016-02-04,109.42,111.7,84.97,128.57,76.97,57.27
2016-02-05,109.32,111.39,84.95,128.72,75.51,55.96
2016-02-08,109.74,111.47,85.05,131.49,73.3,55.71
2016-02-09,109.73,111.22,85.02,131.63,72.0,54.33
2016-02-10,110.0,111.63,85.02,132.79,72.5,54.09
2016-02-11,110.07,112.02,85.1,133.72,71.47,53.87
2016-02-12,109.77,111.6,85.0,131.5,72.29,55.28
2016-02-16,109.5,111.14,84.95,130.11,73.62,55.83
2016-02-17,109.44,110.95,84.97,129.31,74.25,57.64
2016-02-18,109.77,111.26,85.04,130.9,75.0,56.94
2016-02-19,109.79,111.35,84.96,131.005,75.43,56.81
2016-02-22,109.84,111.62,84.97,130.94,76.15,58.25
2016-02-23,109.84,111.96,84.98,131.47,75.95,56.31
2016-02-24,109.88,112.21,85.0,131.21,75.86,56.87
2016-02-25,110.16,112.67,85.02,131.68,77.41,56.9
2016-02-26,109.96,112.38,84.91,130.41,77.01,57.23
2016-02-29,110.09,112.76,84.96,130.98,76.71,56.66
2016-03-01,109.54,112.45,84.8,128.43,78.87,58.06
2016-03-02,109.42,112.69,84.79,128.96,79.44,59.49
2016-03-03,109.55,112.92,84.82,129.43,79.86,60.42
2016-03-04,109.38,112.57,84.76,128.6,79.87,60.97
2016-03-07,109.35,112.12,84.7,128.56,80.08,62.35
2016-03-08,109.62,112.55,84.76,129.98,79.26,59.77
2016-03-09,109.57,112.48,84.73,129.19,79.7,60.74
2016-03-10,109.62,112.09,84.72,128.66,79.41,60.79
2016-03-11,109.42,112.05,84.64,127.36,81.23,62.37
2016-03-14,109.48,111.92,84.64,127.76,81.2,61.93
2016-03-15,109.38,111.7,84.67,127.88,81.24,61.78
2016-03-16,109.85,112.89,84.84,128.26,82.22,62.9
2016-03-17,110.08,113.14,84.83,128.79,83.38,63.75
2016-03-18,110.17,113.52,84.85,129.06,83.03,63.47
2016-03-21,109.93,113.55,84.84,128.07,81.36,63.18
2016-03-22,109.85,113.26,84.79,128.04,81.36,62.97
2016-03-23,110.07,113.38,84.84,129.49,80.89,61.52
2016-03-24,110.11,113.12,84.8,129.54,80.95,61.79
2016-03-28,110.19,113.26,84.82,129.71,81.68,61.53
2016-03-29,110.52,114.45,84.98,131.07,83.45,61.79
2016-03-30,110.48,114.52,84.99,129.69,83.29,61.9
2016-03-31,110.84,114.64,85.03,130.61,83.8,61.92
2016-04-01,110.51,114.73,84.93,130.68,83.69,61.0
2016-04-04,110.62,114.87,84.99,130.76,83.54,60.62
2016-04-05,110.77,114.99,85.02,132.19,83.02,60.18
2016-04-06,110.75,114.69,84.99,131.23,83.22,61.42
2016-04-07,110.99,115.09,85.04,132.85,82.7,61.15
2016-04-08,110.88,114.86,85.04,132.01,83.16,62.44
2016-04-11,110.96,114.57,85.03,131.84,82.99,62.14
2016-04-12,110.78,114.09,85.01,130.93,83.57,63.98
2016-04-13,110.83,114.19,84.97,131.39,83.22,64.28
2016-04-14,110.64,113.92,84.97,130.76,82.76,64.41
2016-04-15,110.95,114.33,85.03,131.88,83.38,63.53
2016-04-18,110.94,114.31,85.02,131.31,83.78,64.58
2016-04-19,110.93,114.51,84.99,130.9,83.83,65.85
2016-04-20,110.66,114.03,84.93,129.46,82.39,66.48
2016-04-21,110.51,113.89,84.91,128.69,80.93,66.11
2016-04-22,110.52,113.82,84.91,128.36,81.77,67.02
2016-04-25,110.4,113.69,84.89,127.83,82.47,66.27
2016-04-26,110.35,113.64,84.87,127.25,82.81,67.32
2016-04-27,110.68,114.33,84.93,128.52,82.75,68.6
2016-04-28,110.9,114.93,84.98,129.05,82.57,67.66
2016-04-29,110.89,114.88,85.01,129.38,81.83,67.51
2016-05-02,110.61,114.5,84.93,127.82,83.11,67.39
2016-05-03,110.81,114.55,85.02,129.43,83.18,65.83
2016-05-04,110.86,114.68,85.01,130.14,84.41,64.88
2016-05-05,111.14,115.05,85.04,131.01,84.66,65.42
2016-05-06,110.97,114.65,85.02,130.45,85.58,65.27
2016-05-09,111.04,114.72,85.06,130.86,86.53,64.32
2016-05-10,111.09,115.07,85.08,130.87,86.52,65.42
2016-05-11,111.09,115.05,85.05,131.61,84.65,65.63
2016-05-12,110.99,114.97,85.0,131.01,85.2,65.83
2016-05-13,111.2,115.25,85.01,132.28,84.39,65.02
2016-05-16,111.01,115.12,84.97,131.14,85.19,66.06
2016-05-17,110.86,115.2,84.94,131.36,83.62,66.38
2016-05-18,110.4,114.2,84.79,129.49,82.31,65.73
2016-05-19,110.47,114.15,84.81,130.05,81.39,65.79
2016-05-20,110.54,114.09,84.84,130.15,82.05,66.21
2016-05-23,110.52,114.15,84.83,130.44,82.04,66.0
2016-05-24,110.46,114.04,84.77,129.86,83.07,66.32
2016-05-25,110.48,114.13,84.82,129.37,83.06,67.3
2016-05-26,110.65,114.46,84.87,130.04,83.22,67.09
2016-05-27,110.63,114.31,84.82,129.85,83.69,67.12
2016-05-31,110.7,114.14,84.86,130.16,83.69,66.87
2016-06-01,110.41,113.93,84.75,130.42,83.73,66.93
2016-06-02,110.7,114.32,84.82,131.36,84.17,66.82
2016-06-03,111.3,115.06,84.96,133.23,84.51,66.59
2016-06-06,111.15,115.19,84.94,132.24,83.86,68.0
2016-06-07,111.25,115.5,84.96,132.56,84.34,69.5
2016-06-08,111.29,115.77,84.98,133.27,84.93,69.4
2016-06-09,111.37,115.81,85.0,134.13,85.1,68.97
2016-06-10,111.52,115.81,85.05,134.78,84.73,67.51
2016-06-13,111.61,115.66,85.07,135.38,84.69,67.19
2016-06-14,111.56,115.37,85.08,135.28,84.47,67.12
2016-06-15,111.8,115.91,85.18,135.8,85.29,66.97
2016-06-16,111.87,115.68,85.13,136.46,85.77,66.68
2016-06-17,111.79,115.39,85.11,135.61,85.64,66.9
2016-06-20,111.49,115.06,85.09,134.16,85.7,67.47
2016-06-21,111.4,114.71,85.03,133.54,85.32,68.23
2016-06-22,111.47,115.02,85.06,133.76,85.19,67.89
2016-06-23,111.28,115.06,85.03,132.23,85.62,69.01
2016-06-24,111.86,115.78,85.2,135.78,84.87,66.78
2016-06-27,112.33,116.12,85.28,139.17,84.92,64.73
2016-06-28,112.47,116.52,85.31,139.46,86.69,66.38
2016-06-29,112.39,116.45,85.28,138.39,87.81,67.7
2016-06-30,112.57,116.67,85.32,138.9,88.67,68.24
2016-07-01,112.65,117.06,85.3,140.57,88.69,68.6
2016-07-05,112.95,117.25,85.34,142.33,89.65,67.24
2016-07-06,113.16,117.53,85.3,142.56,89.28,67.47
2016-07-07,113.08,117.29,85.26,142.55,88.34,66.83
2016-07-08,113.25,117.55,85.26,143.6,89.74,67.71
2016-07-11,112.95,116.98,85.17,142.34,90.37,67.78
2016-07-12,112.56,116.57,85.14,140.0,90.39,69.45
2016-07-13,112.77,116.84,85.16,141.65,90.89,68.9
2016-07-14,112.67,116.54,85.11,139.59,90.08,69.21
2016-07-15,112.26,116.41,85.07,138.39,90.11,69.23
2016-07-18,112.34,116.33,85.12,138.26,90.35,69.28
2016-07-19,112.51,116.36,85.13,139.04,90.75,68.9
2016-07-20,112.41,116.1,85.09,138.28,90.77,68.82
2016-07-21,112.51,116.18,85.15,138.56,90.98,68.11
2016-07-22,112.53,116.08,85.12,138.8,91.78,68.32
2016-07-25,112.41,115.83,85.06,138.7,91.61,67.0
2016-07-26,112.4,116.03,85.07,138.92,91.14,67.37
2016-07-27,112.73,116.48,85.13,140.65,90.45,66.68
2016-07-28,112.72,116.64,85.12,140.39,91.31,66.68
2016-07-29,113.03,116.9,85.23,141.56,92.45,67.4
2016-08-01,112.55,115.75,85.15,139.77,92.63,65.27
2016-08-02,112.22,115.18,85.12,138.33,91.12,65.75
2016-08-03,112.34,115.51,85.13,138.41,90.64,67.05
2016-08-04,112.55,115.99,85.19,139.45,90.27,66.9
2016-08-05,112.17,115.71,85.07,138.0,90.38,67.52
2016-08-08,112.24,115.79,85.04,138.26,90.48,68.4
2016-08-09,112.53,116.07,85.09,139.62,90.97,68.06
2016-08-10,112.66,116.1,85.13,140.16,90.84,67.35
2016-08-11,112.36,115.79,85.05,138.91,89.85,68.33
2016-08-12,112.63,116.09,85.11,140.08,90.23,68.69
2016-08-15,112.42,115.79,85.09,138.76,90.14,69.22
2016-08-16,112.36,115.63,85.06,138.39,89.06,69.34
2016-08-17,112.57,115.98,85.06,139.22,89.42,69.55
2016-08-18,112.73,116.18,85.12,139.44,89.11,70.9
2016-08-19,112.48,115.99,85.04,138.71,88.53,70.41
2016-08-22,112.65,116.23,85.05,139.88,89.01,69.71
2016-08-23,112.68,116.39,85.06,140.03,89.04,70.12
2016-08-24,112.64,116.21,85.04,139.7,88.66,69.83
2016-08-25,112.52,116.15,85.01,139.17,89.04,69.65
2016-08-26,112.34,115.7,84.93,138.36,88.21,69.41
2016-08-29,112.65,116.12,84.98,140.21,89.1,69.87
2016-08-30,112.59,116.02,84.99,139.67,88.87,69.57
2016-08-31,112.57,116.04,84.98,139.87,88.97,68.54
2016-09-01,112.46,115.72,84.97,139.77,88.75,68.37
2016-09-02,112.31,115.59,84.97,138.63,89.55,69.04
2016-09-06,112.55,116.14,85.03,139.64,90.22,70.12
2016-09-07,112.61,116.29,85.03,139.54,90.75,70.52
2016-09-08,112.22,115.88,84.97,137.79,89.64,71.8
2016-09-09,111.73,115.08,84.94,135.52,86.07,69.76
2016-09-12,111.8,115.12,84.97,135.59,87.11,70.4
2016-09-13,111.51,114.61,84.94,134.05,84.36,68.41
2016-09-14,111.65,114.79,84.99,134.25,84.61,67.57
2016-09-15,111.72,114.76,85.06,133.67,84.93,68.41
2016-09-16,111.8,114.95,85.02,134.75,84.97,67.45
2016-09-19,111.71,114.81,85.0,134.31,85.74,67.41
2016-09-20,111.75,114.79,84.98,134.78,85.61,66.92
2016-09-21,112.03,115.33,85.0,135.87,86.71,68.47
2016-09-22,112.26,115.9,84.98,136.95,88.26,68.55
2016-09-23,112.23,116.22,85.03,136.82,88.53,67.64
2016-09-26,112.37,116.27,85.08,137.69,88.74,67.34
2016-09-27,112.51,116.37,85.09,138.7,87.8,66.89
2016-09-28,112.54,116.51,85.08,138.4,88.52,69.78
2016-09-29,112.54,116.49,85.11,138.75,87.34,69.66
2016-09-30,112.42,116.49,85.04,137.51,86.74,70.61
2016-10-03,112.09,116.38,84.98,136.81,85.12,70.56
2016-10-04,111.71,115.81,84.91,135.21,83.96,69.84
2016-10-05,111.56,115.62,84.86,134.58,82.26,70.91
2016-10-06,111.56,115.68,84.86,133.83,82.29,71.02
2016-10-07,111.58,115.65,84.89,133.92,82.15,70.61
2016-10-10,111.53,115.49,84.85,133.13,82.66,71.72
2016-10-11,111.36,115.4,84.84,132.83,81.86,70.9
2016-10-12,111.4,115.36,84.84,132.96,82.8,70.6
2016-10-13,111.56,115.54,84.87,133.46,83.45,70.21
2016-10-14,111.37,115.43,84.85,131.59,83.08,69.8
2016-10-17,111.56,115.95,84.92,132.43,83.26,69.46
2016-10-18,111.74,116.02,84.95,132.86,83.79,69.74
2016-10-19,111.8,116.18,84.95,132.97,83.97,70.73
2016-10-20,111.76,116.0,84.91,133.11,83.78,70.65
2016-10-21,111.83,116.13,84.93,133.31,83.47,70.19
2016-10-24,111.66,115.95,84.9,132.73,83.66,69.98
2016-10-25,111.66,116.13,84.9,133.08,83.51,69.66
2016-10-26,111.44,116.01,84.87,132.18,82.42,69.82
2016-10-27,111.16,115.51,84.89,130.74,80.26,69.56
2016-10-28,111.16,115.64,84.89,130.45,80.45,69.37
2016-10-31,111.3,115.86,84.95,131.25,81.76,68.62
2016-11-01,111.03,115.87,84.9,131.01,79.98,68.63
2016-11-02,111.16,115.92,84.95,131.58,78.81,67.87
2016-11-03,111.01,115.59,84.96,130.57,78.2,68.14
2016-11-04,111.24,115.89,84.99,131.74,78.82,67.77
2016-11-07,111.11,115.83,84.96,130.62,80.2,69.23
2016-11-08,110.93,115.63,84.87,130.09,80.62,69.32
2016-11-09,109.9,114.77,84.76,124.57,79.43,70.45
2016-11-10,109.45,114.57,84.73,122.73,78.07,70.75
2016-11-11,109.25,114.25,84.73,122.04,78.54,69.46
2016-11-14,108.81,113.37,84.6,121.31,80.4,69.85
2016-11-15,108.89,113.44,84.63,121.91,79.73,71.82
2016-11-16,109.13,113.68,84.62,123.01,79.5,71.32
2016-11-17,108.72,113.49,84.61,121.2,78.69,70.84
2016-11-18,108.37,113.32,84.56,120.85,78.92,71.13
2016-11-21,108.46,113.59,84.55,121.15,78.68,72.82
2016-11-22,108.56,113.69,84.53,121.11,80.06,72.78
2016-11-23,108.18,113.31,84.48,120.64,79.72,73.08
2016-11-25,108.17,113.12,84.47,120.82,80.18,72.72
2016-11-28,108.55,113.29,84.52,121.71,80.55,71.71
2016-11-29,108.67,113.4,84.53,122.22,81.32,70.83
2016-11-30,108.24,113.46,84.5,120.24,80.39,74.43
2016-12-01,107.68,112.89,84.41,118.73,79.21,74.61
2016-12-02,108.02,112.95,84.5,119.6,80.0,74.83
2016-12-05,108.11,113.11,84.5,119.47,80.59,75.49
2016-12-06,108.09,113.33,84.48,119.38,81.11,75.35
2016-12-07,108.37,113.43,84.51,120.4,82.73,75.95
2016-12-08,108.17,113.32,84.5,118.98,83.3,76.36
2016-12-09,107.84,112.8,84.49,117.5,83.21,76.6
2016-12-12,107.74,112.78,84.46,117.72,83.76,76.96
2016-12-13,107.88,112.74,84.45,118.14,83.72,77.83
2016-12-14,107.29,111.85,84.29,116.82,81.89,76.27
2016-12-15,107.16,111.15,84.25,117.41,81.41,76.44
2016-12-16,107.23,111.09,84.29,117.14,82.63,76.51
2016-12-19,107.51,111.55,84.33,118.4,83.52,76.16
2016-12-20,107.41,111.66,84.34,117.81,83.71,75.99
2016-12-21,107.64,111.94,84.38,118.33,82.44,76.11
2016-12-22,107.39,112.29,84.34,117.81,80.61,76.42
2016-12-23,107.42,112.42,84.34,118.05,80.82,76.35
2016-12-27,107.34,112.37,84.3,117.67,80.99,76.52
2016-12-28,107.51,112.66,84.33,118.53,80.5,75.69
2016-12-29,107.84,112.8,84.42,118.95,81.5,75.54
2016-12-30,108.06,113.17,84.45,119.13,82.53,75.32
2017-01-03,108.17,113.28,84.38,119.64,82.8,76.17
2017-01-04,108.2,113.53,84.4,120.1,84.01,76.01
2017-01-05,108.65,113.92,84.46,121.98,84.28,75.82
2017-01-06,108.29,113.45,84.39,120.86,84.29,75.89
2017-01-09,108.47,113.63,84.46,121.83,83.53,74.79
2017-01-10,108.44,113.72,84.43,121.75,82.82,74.11
2017-01-11,108.57,114.08,84.47,122.16,82.31,74.91
2017-01-12,108.61,114.18,84.5,121.89,82.73,74.6
2017-01-13,108.42,113.98,84.46,121.31,82.61,74.38
2017-01-17,108.79,114.34,84.52,122.58,83.25,74.84
2017-01-18,108.32,113.78,84.44,121.01,83.39,74.67
2017-01-19,108.04,113.69,84.41,120.18,82.54,74.26
2017-01-20,108.08,113.71,84.46,119.94,83.14,74.54
2017-01-23,108.38,114.17,84.54,121.14,83.84,73.75
2017-01-24,108.21,113.98,84.49,120.31,83.86,74.56
2017-01-25,107.92,113.61,84.47,118.8,83.31,74.95
2017-01-26,107.99,113.78,84.48,119.2,83.15,75.01
2017-01-27,108.08,113.97,84.52,119.63,82.34,74.23
2017-01-30,108.03,113.94,84.52,119.27,81.78,72.87
2017-01-31,108.29,114.18,84.54,120.1,82.37,72.9
2017-02-01,107.92,113.94,84.46,119.1,81.38,72.36
2017-02-02,107.98,113.95,84.49,119.05,82.35,72.77
2017-02-03,108.01,113.83,84.46,119.0,82.8,73.4
2017-02-06,108.32,114.11,84.55,119.72,82.66,72.78
2017-02-07,108.43,114.06,84.53,120.6,82.37,71.75
2017-02-08,108.74,114.33,84.61,122.24,83.02,71.92
2017-02-09,108.48,114.11,84.54,120.83,83.22,72.73
2017-02-10,108.46,114.2,84.53,120.76,83.81,73.28
2017-02-13,108.3,114.02,84.51,120.38,83.84,73.42
2017-02-14,108.06,113.75,84.45,119.51,83.4,73.66
2017-02-15,107.89,113.9,84.42,118.96,83.12,73.37
2017-02-16,108.12,113.9,84.46,119.61,83.61,72.37
2017-02-17,108.36,114.16,84.52,120.32,83.77,71.97
2017-02-21,108.35,114.15,84.53,120.11,84.84,72.46
2017-02-22,108.42,114.36,84.55,120.31,84.56,71.36
2017-02-23,108.6,114.63,84.59,120.67,85.0,71.66
2017-02-24,109.0,114.96,84.63,122.01,85.4,70.99
2017-02-27,108.8,114.65,84.56,121.29,85.85,71.6
2017-02-28,108.77,114.65,84.52,121.74,85.26,71.38
2017-03-01,108.04,113.96,84.4,119.47,85.0,72.81
2017-03-02,107.84,113.6,84.31,119.04,84.54,72.12
2017-03-03,107.92,113.86,84.33,119.35,84.21,71.99
2017-03-06,107.87,113.74,84.35,118.78,83.83,72.15
2017-03-07,107.73,113.54,84.32,118.42,83.43,71.51
2017-03-08,107.47,113.05,84.25,117.78,81.89,69.65
2017-03-09,107.14,112.75,84.24,116.84,80.66,70.11
2017-03-10,107.3,112.96,84.29,117.25,80.41,70.01
2017-03-13,107.12,112.7,84.25,116.51,80.61,70.02
2017-03-14,107.16,112.62,84.24,117.07,80.59,69.23
2017-03-15,107.78,113.64,84.4,118.5,82.22,70.77
2017-03-16,107.66,113.56,84.34,117.9,82.06,70.27
2017-03-17,107.89,113.81,84.38,118.64,82.44,69.8
2017-03-20,108.05,113.98,84.43,119.15,82.37,69.7
2017-03-21,108.27,114.06,84.47,120.14,82.01,69.21
2017-03-22,108.42,114.25,84.49,120.62,81.37,69.11
2017-03-23,108.45,114.12,84.49,120.45,81.97,68.83
2017-03-24,108.36,114.45,84.49,120.88,81.88,68.56
2017-03-27,108.62,114.67,84.52,121.43,81.14,68.24
2017-03-28,108.37,114.29,84.48,120.62,81.49,69.21
2017-03-29,108.61,114.59,84.53,121.34,81.95,70.16
2017-03-30,108.41,114.31,84.51,120.36,82.1,70.14
2017-03-31,108.49,114.65,84.52,120.71,82.59,69.9
2017-04-03,108.67,114.77,84.54,121.67,82.83,69.78
2017-04-04,108.57,114.64,84.51,121.01,82.83,70.29
2017-04-05,108.69,114.86,84.51,121.38,82.95,70.07
2017-04-06,108.68,114.8,84.53,121.2,83.39,70.63
2017-04-07,108.44,114.35,84.42,120.71,83.51,70.36
2017-04-10,108.58,114.41,84.46,121.27,84.03,70.89
2017-04-11,108.89,114.63,84.54,122.42,84.61,70.9
2017-04-12,109.13,115.06,84.6,123.09,84.46,70.6
2017-04-13,109.27,115.23,84.64,123.47,84.27,69.31
2017-04-17,109.21,114.96,84.63,123.09,85.29,69.46
2017-04-18,109.65,115.21,84.7,124.7,85.52,68.81
2017-04-19,109.48,115.0,84.66,124.02,85.4,67.8
2017-04-20,109.31,114.88,84.65,123.54,85.41,68.13
2017-04-21,109.34,114.72,84.69,123.54,85.1,67.79
2017-04-24,109.18,114.69,84.6,122.93,84.16,68.19
2017-04-25,108.82,114.5,84.52,121.45,84.51,68.77
2017-04-26,108.96,114.74,84.55,122.12,83.88,68.54
2017-04-27,109.06,114.84,84.58,122.08,83.66,67.79
2017-04-28,109.25,115.01,84.62,122.35,82.79,67.84
2017-05-01,108.73,114.34,84.5,121.08,83.28,67.65
2017-05-02,108.88,114.34,84.53,121.7,83.14,67.31
2017-05-03,108.77,114.09,84.47,121.78,82.03,67.5
2017-05-04,108.68,113.66,84.46,121.18,81.63,66.26
2017-05-05,108.7,113.75,84.49,121.29,82.4,67.31
2017-05-08,108.49,113.31,84.45,120.63,81.82,67.79
2017-05-09,108.5,113.21,84.41,120.62,81.38,67.23
2017-05-10,108.53,113.25,84.43,120.48,82.02,68.12
2017-05-11,108.52,113.59,84.44,120.48,81.61,67.98
2017-05-12,108.92,113.77,84.54,121.39,81.28,67.75
2017-05-15,108.88,113.47,84.53,121.06,81.52,68.28
2017-05-16,109.02,113.55,84.53,121.51,80.97,67.94
2017-05-17,109.58,114.21,84.62,123.28,81.3,67.27
2017-05-18,109.52,114.39,84.58,123.42,81.75,67.25
2017-05-19,109.52,114.59,84.6,123.71,82.19,68.08
2017-05-22,109.45,114.41,84.57,123.37,82.51,67.93
2017-05-23,109.24,114.24,84.54,122.54,82.58,68.09
2017-05-24,109.43,114.31,84.59,123.23,83.25,67.73
2017-05-25,109.48,114.13,84.59,123.27,83.26,66.5
2017-05-26,109.44,114.4,84.58,123.48,82.66,66.61
2017-05-30,109.65,114.65,84.61,124.09,82.14,65.72
2017-05-31,109.76,114.68,84.62,124.4,82.19,65.44
2017-06-01,109.48,114.37,84.54,124.15,82.62,65.85
2017-06-02,109.84,114.83,84.6,125.62,83.47,65.09
2017-06-05,109.67,114.53,84.53,124.84,83.11,65.21
2017-06-06,109.89,114.66,84.56,125.52,82.71,65.98
2017-06-07,109.76,114.39,84.53,124.92,83.29,65.05
2017-06-08,109.65,114.27,84.51,124.59,83.09,64.86
2017-06-09,109.56,114.17,84.48,124.4,83.67,66.42
2017-06-12,109.56,113.93,84.47,124.36,84.42,66.89
2017-06-13,109.59,114.12,84.47,124.38,84.61,67.39
2017-06-14,109.94,114.14,84.51,126.3,84.73,66.17
2017-06-15,109.87,113.58,84.48,126.1,85.16,65.67
2017-06-16,109.94,113.68,84.52,126.35,84.94,66.3
2017-06-19,109.79,113.55,84.47,126.17,84.95,65.88
2017-06-20,109.96,113.67,84.48,127.3,84.75,65.04
2017-06-21,109.98,113.85,84.49,127.56,84.58,63.99
2017-06-22,110.03,114.22,84.5,127.84,84.66,63.95
2017-06-23,110.05,114.31,84.55,127.78,84.15,64.38
2017-06-26,110.15,114.49,84.55,128.26,84.75,64.24
2017-06-27,109.82,113.95,84.5,126.89,83.99,64.14
2017-06-28,109.86,114.04,84.54,126.47,84.19,64.49
2017-06-29,109.65,113.59,84.49,125.41,83.23,64.63
2017-06-30,109.51,113.43,84.49,125.12,83.23,64.92
2017-07-03,109.09,112.93,84.36,124.46,84.29,66.17
2017-07-05,109.15,113.1,84.39,124.49,83.1,64.83
2017-07-06,108.94,112.81,84.41,123.46,81.54,64.11
